EVENT_UNIQUE_ID,OCC_YEAR,OCC_MONTH,OCC_TIME_RANGE,DIVISION
GO-20071998263,2007,March,Evening,D42
GO-20071957569,2007,March,Night,D31
GO-20071871438,2007,March,Night,D53
GO-20072041988,2007,March,Evening,D31
GO-20072084132,2007,March,Evening,D42
GO-20071887975,2007,April,Evening,D14
GO-20072072766,2007,April,Afternoon,D51
GO-20071447527,2007,April,Afternoon,D22
GO-20071447025,2007,April,Afternoon,D22
GO-20071324655,2007,April,Afternoon,D23
GO-20072072142,2007,April,Night,D31
GO-20072046936,2007,April,Night,D31
GO-20072083666,2007,April,Night,D31
GO-20071842715,2007,April,Evening,D43
GO-20072124457,2007,April,Evening,D54
GO-20072178693,2007,April,Night,D31
GO-20072112340,2007,April,Evening,D23
GO-20072323169,2007,April,Night,D31
GO-20072099833,2007,April,Morning,D31
GO-20072056197,2007,April,Evening,D31
GO-20071992423,2007,May,Evening,D31
GO-20072056204,2007,May,Afternoon,D31
GO-20072056205,2007,May,Night,D31
GO-20072043990,2007,May,Night,D31
GO-20072051946,2007,May,Evening,D42
GO-20071994735,2007,May,Evening,D31
GO-20072198590,2007,May,Night,D42
GO-20071954136,2007,May,Night,D55
GO-20072191939,2007,May,Night,D14
GO-20072134262,2007,May,Evening,D51
GO-20072163954,2007,May,Afternoon,D53
GO-20072151831,2007,May,Night,D14
GO-20071994745,2007,May,Afternoon,D31
GO-20072044021,2007,May,Night,D31
GO-20071902458,2007,May,Afternoon,D31
GO-20072255448,2007,May,Evening,D33
GO-20072158497,2007,May,Night,D51
GO-20072098904,2007,May,Evening,D31
GO-20072233336,2007,May,Evening,D31
GO-20072206691,2007,June,Night,D42
GO-20072066535,2007,June,Night,D14
GO-20072180944,2007,June,Evening,D12
GO-20072086841,2007,June,Afternoon,D32
GO-20072146577,2007,June,Night,D31
GO-20072066379,2007,June,Afternoon,D23
GO-20072221116,2007,June,Afternoon,D43
GO-20072323158,2007,June,Night,D31
GO-20071741038,2007,June,Afternoon,D23
GO-20072287075,2007,June,Afternoon,D31
GO-20072288585,2007,June,Evening,D31
GO-20071985462,2007,June,Evening,D12
GO-20072160430,2007,June,Evening,D12
GO-20072052006,2007,June,Afternoon,D42
GO-20072011305,2007,June,Night,D42
GO-20072294775,2007,July,Night,D43
GO-20072433615,2007,July,Night,D31
GO-20072300618,2007,July,Afternoon,D31
GO-20072050178,2007,July,Night,D55
GO-20071790579,2007,July,Evening,D54
GO-20072077324,2007,July,Evening,D41
GO-20072122523,2007,July,Night,D42
GO-20072271012,2007,July,Evening,D55
GO-20072312117,2007,July,Night,D42
GO-20072116765,2007,July,Night,D33
GO-20072002015,2007,July,Afternoon,D55
GO-20072304950,2007,July,Evening,D32
GO-20072094874,2007,July,Evening,D51
GO-20072330839,2007,July,Night,D32
GO-20072226971,2007,July,Night,D13
GO-20072162156,2007,July,Night,D31
GO-20072338377,2007,July,Night,D31
GO-20072096282,2007,July,Night,D51
GO-20072253925,2007,July,Night,D52
GO-20072134268,2007,July,Evening,D51
GO-20072346489,2007,July,Night,D31
GO-20072227076,2007,July,Evening,D42
GO-20072105997,2007,July,Evening,D12
GO-20072314144,2007,July,Night,D42
GO-20072330884,2007,July,Night,D14
GO-20072177286,2007,July,Evening,D23
GO-20072125402,2007,August,Evening,D42
GO-20072300655,2007,August,Night,D31
GO-20072356065,2007,August,Morning,D14
GO-20072082433,2007,August,Morning,D51
GO-20072262593,2007,August,Morning,D51
GO-20072173861,2007,August,Evening,D32
GO-20072042815,2007,August,Night,D55
GO-20072082431,2007,August,Afternoon,D51
GO-20072177189,2007,August,Night,D51
GO-20072317695,2007,August,Night,D32
GO-20072141098,2007,August,Evening,D23
GO-20072026821,2007,August,Night,D54
GO-20072426042,2007,August,Evening,D31
GO-20072302823,2007,August,Afternoon,D43
GO-20072373536,2007,August,Afternoon,D31
GO-20072077377,2007,August,Night,D11
GO-20072357884,2007,August,Afternoon,D43
GO-20072355350,2007,August,Night,D31
GO-20072374452,2007,August,Afternoon,D32
GO-20072347810,2007,September,Night,D31
GO-20072309927,2007,September,Evening,D12
GO-20072412813,2007,September,Afternoon,D43
GO-20072384443,2007,September,Evening,D12
GO-20072474840,2007,September,Evening,D33
GO-20072474843,2007,September,Night,D33
GO-20072372128,2007,September,Morning,D13
GO-20072275810,2007,September,Night,D31
GO-20072424032,2007,September,Night,D51
GO-20072304687,2007,September,Morning,D52
GO-20072436557,2007,September,Afternoon,D54
GO-20072468195,2007,September,Evening,D23
GO-20072373602,2007,September,Evening,D31
GO-20072380204,2007,September,Evening,D22
GO-20072384245,2007,September,Night,D43
GO-20072492727,2007,September,Night,D23
GO-20072434638,2007,September,Night,D31
GO-20072385687,2007,October,Evening,D23
GO-20072397722,2007,October,Evening,D33
GO-20072412820,2007,October,Night,D43
GO-20072360612,2007,October,Night,D54
GO-20072432106,2007,October,Evening,D12
GO-20072441915,2007,October,Night,D54
GO-20072389595,2007,October,Night,D12
GO-20072424127,2007,October,Night,D13
GO-20072203276,2007,October,Evening,D31
GO-20072275822,2007,October,Morning,D31
GO-20071902459,2007,October,Evening,D31
GO-20072501829,2007,October,Evening,D41
GO-20072421605,2007,October,Evening,D41
GO-20072490218,2007,October,Afternoon,D54
GO-20072492205,2007,October,Night,D31
GO-20072371208,2007,October,Afternoon,D55
GO-20072384939,2007,October,Afternoon,D23
GO-20072389603,2007,October,Evening,D22
GO-20072497008,2007,October,Afternoon,D31
GO-20072389601,2007,October,Night,D12
GO-20072404032,2007,October,Evening,D22
GO-20072394232,2007,October,Night,D23
GO-20072554320,2007,October,Night,D52
GO-20072323011,2007,October,Evening,D14
GO-20073753967,2007,November,Night,D43
GO-20072579979,2007,November,Afternoon,D23
GO-20072403226,2007,November,Evening,D51
GO-20072452027,2007,November,Evening,D33
GO-20072540432,2007,November,Night,D31
GO-20072389399,2007,November,Afternoon,D12
GO-20072595629,2007,November,Night,D31
GO-20072566049,2007,November,Afternoon,D42
GO-20072434650,2007,November,Night,D31
GO-20072476644,2007,November,Night,D31
GO-20072345724,2007,November,Afternoon,D31
GO-20072448878,2007,November,Night,D14
GO-20072507368,2007,November,Evening,D42
GO-20072528917,2007,November,Afternoon,D42
GO-20072345729,2007,November,Evening,D31
GO-20072441671,2007,November,Afternoon,D33
GO-20072478775,2007,November,Night,D42
GO-20072552605,2007,November,Evening,D31
GO-20072370103,2007,November,Night,D43
GO-20072532041,2007,December,Afternoon,D51
GO-20072101272,2007,December,Night,D42
GO-20072432924,2007,December,Morning,D31
GO-20072514754,2007,December,Night,D31
GO-20072387161,2007,December,Evening,D31
GO-20072383439,2007,December,Night,D13
GO-20072484252,2007,December,Evening,D42
GO-20072311686,2007,December,Afternoon,D42
GO-20072531827,2007,December,Evening,D12
GO-20072494811,2007,December,Evening,D31
GO-20072377293,2007,December,Afternoon,D43
GO-20072522958,2007,December,Evening,D51
GO-20072428698,2007,December,Afternoon,D51
GO-20072457255,2007,December,Evening,D42
GO-20072494819,2007,December,Evening,D31
GO-20072248250,2007,December,Night,D31
GO-20082533459,2008,January,Night,D33
GO-20082484879,2008,January,Night,D31
GO-20082353009,2008,January,Evening,D32
GO-20082533456,2008,January,Evening,D33
GO-20082607472,2008,January,Night,D31
GO-20082316440,2008,January,Evening,D12
GO-20082643285,2008,January,Evening,D52
GO-20082378901,2008,January,Evening,D13
GO-20082601995,2008,January,Night,D51
GO-20082484895,2008,January,Night,D31
GO-20082573771,2008,January,Evening,D31
GO-20082536836,2008,January,Night,D23
GO-20082426053,2008,January,Evening,D31
GO-20082386663,2008,January,Evening,D31
GO-20082532076,2008,January,Evening,D55
GO-20082605959,2008,January,Evening,D31
GO-20082595690,2008,January,Evening,D31
GO-20082314192,2008,January,Evening,D42
GO-20082529811,2008,January,Evening,D13
GO-20082520381,2008,February,Afternoon,D43
GO-20082387163,2008,February,Evening,D31
GO-20082421615,2008,February,Evening,D41
GO-20082723790,2008,February,Night,D31
GO-20082428060,2008,February,Morning,D42
GO-20082619810,2008,February,Night,D43
GO-20082377423,2008,February,Evening,D43
GO-20082671625,2008,February,Evening,D23
GO-20082634859,2008,February,Night,D12
GO-20082697781,2008,February,Night,D14
GO-20082615345,2008,February,Evening,D55
GO-20082723694,2008,February,Morning,D32
GO-20082724309,2008,February,Night,D31
GO-20082539904,2008,March,Night,D51
GO-20082708532,2008,March,Night,D32
GO-20082605782,2008,March,Afternoon,D31
GO-20082711908,2008,March,Morning,D43
GO-20082704738,2008,March,Evening,D32
GO-20082437074,2008,March,Night,D51
GO-20082371247,2008,March,Afternoon,D55
GO-20082665472,2008,March,Evening,D43
GO-20082693708,2008,March,Night,D23
GO-20082714259,2008,March,Night,D31
GO-20082380237,2008,March,Night,D22
GO-20082566127,2008,March,Evening,D42
GO-20082688987,2008,March,Evening,D53
GO-20082736642,2008,March,Evening,D31
GO-20082753875,2008,March,Evening,D42
GO-20082767005,2008,April,Night,D43
GO-20082679783,2008,April,Night,D41
GO-20082628445,2008,April,Night,D43
GO-20082387812,2008,April,Night,D43
GO-20082693721,2008,April,Evening,D23
GO-20082720891,2008,April,Night,D31
GO-20082781526,2008,April,Night,D54
GO-20082762288,2008,April,Evening,D12
GO-20082778547,2008,April,Evening,D31
GO-20082736328,2008,April,Night,D33
GO-20082377444,2008,April,Evening,D43
GO-20082715011,2008,April,Evening,D54
GO-20082736676,2008,April,Afternoon,D31
GO-20082748249,2008,April,Afternoon,D33
GO-20082785320,2008,April,Evening,D41
GO-20082657234,2008,May,Afternoon,D41
GO-20082785321,2008,May,Afternoon,D41
GO-20082790971,2008,May,Afternoon,D32
GO-20082577121,2008,May,Morning,D43
GO-20082732602,2008,May,Afternoon,D54
GO-20082433936,2008,May,Evening,D54
GO-20082763089,2008,May,Evening,D31
GO-20082761985,2008,May,Evening,D51
GO-20082694031,2008,May,Night,D43
GO-20082838326,2008,May,Evening,D32
GO-20082747937,2008,May,Night,D31
GO-20082727173,2008,May,Evening,D12
GO-20082732406,2008,May,Night,D23
GO-20082855091,2008,May,Evening,D42
GO-20082822279,2008,May,Night,D13
GO-20082853575,2008,May,Morning,D42
GO-20082709711,2008,May,Evening,D54
GO-20082843488,2008,June,Evening,D43
GO-20082843296,2008,June,Evening,D31
GO-20082750469,2008,June,Night,D31
GO-20082612697,2008,June,Morning,D51
GO-20082708746,2008,June,Afternoon,D51
GO-20082832880,2008,June,Evening,D43
GO-20082555616,2008,June,Night,D14
GO-20082655948,2008,June,Evening,D12
GO-20082969293,2008,June,Evening,D43
GO-20082399394,2008,June,Night,D12
GO-20082826103,2008,June,Night,D31
GO-20082788738,2008,June,Night,D43
GO-20082667532,2008,June,Evening,D32
GO-20082806952,2008,June,Evening,D12
GO-20082634970,2008,June,Night,D11
GO-20082763727,2008,June,Evening,D43
GO-20082733072,2008,July,Evening,D14
GO-20082791262,2008,July,Night,D11
GO-20082801596,2008,July,Afternoon,D31
GO-20082791934,2008,July,Evening,D41
GO-20082832903,2008,July,Morning,D43
GO-20082909545,2008,July,Evening,D31
GO-20082855310,2008,July,Evening,D42
GO-20082586187,2008,July,Night,D14
GO-20082912963,2008,July,Morning,D41
GO-20082862776,2008,July,Evening,D41
GO-20082840160,2008,July,Evening,D43
GO-20082841053,2008,July,Night,D51
GO-20082596730,2008,July,Night,D52
GO-20082381132,2008,July,Evening,D14
GO-20082816157,2008,July,Evening,D42
GO-20082899030,2008,July,Evening,D31
GO-20082749190,2008,July,Evening,D14
GO-20082517552,2008,July,Evening,D43
GO-20082875134,2008,July,Night,D31
GO-20082426065,2008,July,Afternoon,D31
GO-20083038449,2008,July,Night,D42
GO-20082816710,2008,July,Night,D42
GO-20082922359,2008,July,Evening,D14
GO-20082786692,2008,July,Night,D22
GO-20082831675,2008,July,Evening,D23
GO-20082794229,2008,July,Evening,D23
GO-20082773144,2008,July,Night,D31
GO-20082605554,2008,July,Night,D12
GO-20082878876,2008,July,Evening,D31
GO-20082732866,2008,July,Night,D12
GO-20082857423,2008,July,Evening,D31
GO-20082765772,2008,July,Evening,D12
GO-20082817711,2008,August,Evening,D41
GO-20082421738,2008,August,Night,D52
GO-20082956696,2008,August,Night,D52
GO-20082878884,2008,August,Night,D31
GO-20082404558,2008,August,Night,D51
GO-20082936311,2008,August,Night,D31
GO-20082412538,2008,August,Afternoon,D31
GO-20082947206,2008,August,Night,D43
GO-20082810560,2008,August,Night,D14
GO-20082756711,2008,August,Afternoon,D42
GO-20082960540,2008,August,Night,D14
GO-20082951760,2008,August,Afternoon,D22
GO-20082806466,2008,August,Afternoon,D23
GO-20082944287,2008,August,Afternoon,D23
GO-20082852402,2008,August,Morning,D43
GO-20082389417,2008,August,Evening,D12
GO-20082891170,2008,August,Morning,D32
GO-20082846711,2008,August,Night,D43
GO-20082928965,2008,August,Morning,D42
GO-20082853304,2008,August,Evening,D43
GO-20082684834,2008,August,Evening,D12
GO-20082899183,2008,August,Afternoon,D31
GO-20082792117,2008,September,Afternoon,D12
GO-20082842913,2008,September,Night,D43
GO-20082877242,2008,September,Evening,D12
GO-20082986706,2008,September,Evening,D22
GO-20082865295,2008,September,Evening,D42
GO-20082928970,2008,September,Evening,D42
GO-20082833218,2008,September,Evening,D54
GO-20082377994,2008,September,Morning,D14
GO-20082406153,2008,September,Afternoon,D12
GO-20082389418,2008,September,Evening,D12
GO-20082922744,2008,September,Afternoon,D31
GO-20082747958,2008,September,Evening,D31
GO-20082621767,2008,September,Afternoon,D42
GO-20082862368,2008,September,Morning,D41
GO-20082747960,2008,September,Afternoon,D31
GO-20082621776,2008,September,Evening,D42
GO-20082875466,2008,September,Afternoon,D31
GO-20082747961,2008,September,Evening,D31
GO-20082875465,2008,September,Afternoon,D31
GO-20082901190,2008,September,Evening,D41
GO-20082765793,2008,September,Evening,D12
GO-20082936363,2008,September,Evening,D31
GO-20082954481,2008,September,Evening,D31
GO-20082997678,2008,September,Night,D51
GO-20082863046,2008,September,Afternoon,D14
GO-20082649395,2008,September,Evening,D12
GO-20082708812,2008,September,Afternoon,D51
GO-20082655178,2008,September,Afternoon,D12
GO-20082935112,2008,September,Night,D23
GO-20082824842,2008,September,Night,D23
GO-20082857489,2008,September,Night,D31
GO-20082456086,2008,September,Evening,D51
GO-20082395868,2008,October,Evening,D22
GO-20082974598,2008,October,Evening,D33
GO-20083044970,2008,October,Evening,D31
GO-20083024487,2008,October,Evening,D32
GO-20083035224,2008,October,Evening,D23
GO-20082436269,2008,October,Evening,D31
GO-20083022067,2008,October,Morning,D31
GO-20082420799,2008,October,Afternoon,D54
GO-20083001465,2008,October,Evening,D31
GO-20082903103,2008,October,Night,D13
GO-20083027815,2008,October,Evening,D31
GO-20082823465,2008,October,Afternoon,D43
GO-20082843821,2008,October,Afternoon,D43
GO-20083021753,2008,October,Night,D31
GO-20083019543,2008,October,Evening,D31
GO-20083031027,2008,October,Night,D52
GO-20083038203,2008,October,Evening,D31
GO-20082912731,2008,October,Evening,D41
GO-20083065083,2008,October,Evening,D12
GO-20082440245,2008,October,Night,D55
GO-20083070140,2008,October,Afternoon,D14
GO-20083023273,2008,October,Morning,D32
GO-20083070173,2008,October,Afternoon,D33
GO-20083049937,2008,October,Evening,D33
GO-20082403261,2008,November,Evening,D51
GO-20082959879,2008,November,Night,D41
GO-20083084567,2008,November,Evening,D42
GO-20082389424,2008,November,Evening,D12
GO-20083089729,2008,November,Evening,D31
GO-20083108303,2008,November,Afternoon,D31
GO-20082431126,2008,November,Afternoon,D11
GO-20083048730,2008,November,Evening,D31
GO-20082862801,2008,November,Morning,D41
GO-20083052065,2008,November,Evening,D54
GO-20082621591,2008,November,Night,D52
GO-20083048738,2008,November,Afternoon,D31
GO-20083000809,2008,November,Afternoon,D31
GO-20083143243,2008,November,Evening,D31
GO-20083049956,2008,November,Afternoon,D33
GO-20083094866,2008,December,Night,D32
GO-20083119431,2008,December,Afternoon,D12
GO-20083065108,2008,December,Evening,D12
GO-20083118215,2008,December,Afternoon,D23
GO-20083111130,2008,December,Night,D32
GO-20082423045,2008,December,Night,D51
GO-20083158040,2008,December,Evening,D41
GO-20083120250,2008,December,Evening,D12
GO-20083099334,2008,December,Afternoon,D13
GO-20083125298,2008,December,Night,D51
GO-20083173573,2008,December,Afternoon,D14
GO-20083084878,2008,December,Night,D55
GO-20083040965,2008,December,Night,D23
GO-20083158697,2008,December,Evening,D55
GO-20083089781,2008,December,Night,D31
GO-20083162649,2008,December,Evening,D42
GO-20083115287,2008,December,Night,D52
GO-20083077027,2008,December,Afternoon,D41
GO-20093051315,2009,January,Night,D54
GO-20093132078,2009,January,Night,D23
GO-20093178191,2009,January,Evening,D31
GO-20092863610,2009,January,Night,D51
GO-20093148206,2009,January,Night,D31
GO-20093122292,2009,January,Evening,D31
GO-20093100835,2009,January,Evening,D33
GO-20093095071,2009,January,Afternoon,D43
GO-20093134587,2009,January,Evening,D31
GO-20092451183,2009,January,Evening,D54
GO-20093148903,2009,January,Evening,D13
GO-20093127904,2009,January,Afternoon,D14
GO-20092403863,2009,January,Night,D23
GO-20093043662,2009,January,Evening,D12
GO-20093173044,2009,January,Morning,D52
GO-20093205863,2009,January,Evening,D23
GO-20093167012,2009,January,Evening,D32
GO-20092621600,2009,January,Night,D52
GO-20093120025,2009,January,Evening,D12
GO-20093050863,2009,January,Night,D22
GO-20093214955,2009,January,Evening,D23
GO-20093065148,2009,February,Morning,D12
GO-20092859090,2009,February,Night,D43
GO-20092864804,2009,February,Morning,D43
GO-20093114297,2009,February,Night,D23
GO-20092874543,2009,February,Night,D41
GO-20093160143,2009,February,Morning,D31
GO-20092450415,2009,February,Evening,D51
GO-20093231416,2009,February,Night,D32
GO-20093147236,2009,February,Night,D23
GO-20093219112,2009,February,Night,D31
GO-20093146914,2009,February,Afternoon,D31
GO-20093188008,2009,February,Evening,D22
GO-20093219115,2009,February,Evening,D31
GO-20092927371,2009,February,Afternoon,D13
GO-20093177034,2009,February,Evening,D33
GO-20092904889,2009,February,Evening,D12
GO-20093202864,2009,February,Afternoon,D22
GO-20093082434,2009,February,Night,D41
GO-20092456098,2009,March,Afternoon,D51
GO-20093146375,2009,March,Afternoon,D43
GO-20092863630,2009,March,Evening,D43
GO-20093038898,2009,March,Evening,D12
GO-20093160903,2009,March,Evening,D32
GO-20093145435,2009,March,Afternoon,D31
GO-20093155098,2009,March,Night,D51
GO-20093221254,2009,March,Evening,D31
GO-20093141606,2009,March,Night,D54
GO-20092865575,2009,March,Evening,D43
GO-20093169325,2009,March,Night,D41
GO-20093148245,2009,March,Evening,D31
GO-20093044987,2009,March,Morning,D31
GO-20093259601,2009,March,Evening,D32
GO-20093221255,2009,March,Night,D31
GO-20093214194,2009,March,Afternoon,D32
GO-20093134636,2009,March,Afternoon,D31
GO-20093244553,2009,March,Afternoon,D32
GO-20093044723,2009,March,Afternoon,D23
GO-20093180701,2009,April,Afternoon,D31
